ID,Sub-ID,Discoverer,Date discovered,Solution
85,43,Corina Miner,2018-08-03,28822288002288400009444411116994555a117766995553aaa7766b93333aa776bbbbb3
85,44,Corina Miner,2018-08-03,08800088202088422229444411116994555a117766995553aaa7766b93333aa776bbbbb3
85,45,Corina Miner,2018-08-03,88822288002228400009444411116994555a117766995553aaa7766b93333aa776bbbbb3
85,46,Corina Miner,2018-08-03,28822288002288900005559911116555499a117766444493aaa7766b43333aa776bbbbb3
85,47,Corina Miner,2018-08-03,08800088202088922225559911116555499a117766444493aaa7766b43333aa776bbbbb3
85,48,Corina Miner,2018-08-03,88822288002228900005559911116555499a117766444493aaa7766b43333aa776bbbbb3
85,49,Corina Miner,2018-08-03,288222880022884000094444666619945556677711995553777a111b93333aaaaabbbbb3
85,50,Corina Miner,2018-08-03,088000882020884222294444666619945556677711995553777a111b93333aaaaabbbbb3
85,51,Corina Miner,2018-08-03,888222880022284000094444666619945556677711995553777a111b93333aaaaabbbbb3
85,52,Corina Miner,2018-08-03,288222880022889000055599666615554996677711444493777a111b43333aaaaabbbbb3
85,53,Corina Miner,2018-08-03,088000882020889222255599666615554996677711444493777a111b43333aaaaabbbbb3
85,54,Corina Miner,2018-08-03,888222880022289000055599666615554996677711444493777a111b43333aaaaabbbbb3
85,55,Corina Miner,2018-08-03,288222880022884000094444166669945551177766995553111a777b93333aaaaabbbbb3
85,56,Corina Miner,2018-08-03,088000882020884222294444166669945551177766995553111a777b93333aaaaabbbbb3
85,57,Corina Miner,2018-08-03,888222880022284000094444166669945551177766995553111a777b93333aaaaabbbbb3
85,58,Corina Miner,2018-08-03,288222880022889000055599166665554991177766444493111a777b43333aaaaabbbbb3
85,59,Corina Miner,2018-08-03,088000882020889222255599166665554991177766444493111a777b43333aaaaabbbbb3
85,60,Corina Miner,2018-08-03,888222880022289000055599166665554991177766444493111a777b43333aaaaabbbbb3
85,61,Corina Miner,2018-08-03,28822288002288400009444466667994555667777a9955531171aaab93333111aabbbbb3
85,62,Corina Miner,2018-08-03,08800088202088422229444466667994555667777a9955531171aaab93333111aabbbbb3
85,63,Corina Miner,2018-08-03,88822288002228400009444466667994555667777a9955531171aaab93333111aabbbbb3
85,64,Corina Miner,2018-08-03,28822288002288900005559966667555499667777a4444931171aaab43333111aabbbbb3
85,65,Corina Miner,2018-08-03,08800088202088922225559966667555499667777a4444931171aaab43333111aabbbbb3
85,66,Corina Miner,2018-08-03,88822288002228900005559966667555499667777a4444931171aaab43333111aabbbbb3
85,67,Corina Miner,2018-08-03,28822288002288400009444461111994555667711a9955536677aaab93333677aabbbbb3
85,68,Corina Miner,2018-08-03,08800088202088422229444461111994555667711a9955536677aaab93333677aabbbbb3
85,69,Corina Miner,2018-08-03,88822288002228400009444461111994555667711a9955536677aaab93333677aabbbbb3
85,70,Corina Miner,2018-08-03,28822288002288900005559961111555499667711a4444936677aaab43333677aabbbbb3
85,71,Corina Miner,2018-08-03,08800088202088922225559961111555499667711a4444936677aaab43333677aabbbbb3
85,72,Corina Miner,2018-08-03,88822288002228900005559961111555499667711a4444936677aaab43333677aabbbbb3
85,73,Corina Miner,2018-08-03,288222880022884000094444111aa9947761131aaa997766333555ab9776633555bbbbb6
85,74,Corina Miner,2018-08-03,088000882020884222294444111aa9947761131aaa997766333555ab9776633555bbbbb6
85,75,Corina Miner,2018-08-03,888222880022284000094444111aa9947761131aaa997766333555ab9776633555bbbbb6
85,76,Corina Miner,2018-08-03,288222880022884000094444555aa9947763555aaa997766333311ab9776631111bbbbb6
85,77,Corina Miner,2018-08-03,088000882020884222294444555aa9947763555aaa997766333311ab9776631111bbbbb6
85,78,Corina Miner,2018-08-03,888222880022284000094444555aa9947763555aaa997766333311ab9776631111bbbbb6
85,79,Corina Miner,2018-08-03,288222880022884000094444aaaaa994776111a5559977661133555b9776613333bbbbb6
85,80,Corina Miner,2018-08-03,088000882020884222294444aaaaa994776111a5559977661133555b9776613333bbbbb6
85,81,Corina Miner,2018-08-03,888222880022284000094444aaaaa994776111a5559977661133555b9776613333bbbbb6
85,82,Corina Miner,2018-08-03,288222880022884000094444aaaaa994776555a1119977665553311b9776633331bbbbb6
85,83,Corina Miner,2018-08-03,088000882020884222294444aaaaa994776555a1119977665553311b9776633331bbbbb6
85,84,Corina Miner,2018-08-03,888222880022284000094444aaaaa994776555a1119977665553311b9776633331bbbbb6
85,85,Corina Miner,2018-08-03,288222880022884000094444aa555994776aaa5553997766a113333b9776611113bbbbb6
85,86,Corina Miner,2018-08-03,088000882020884222294444aa555994776aaa5553997766a113333b9776611113bbbbb6
85,87,Corina Miner,2018-08-03,888222880022284000094444aa555994776aaa5553997766a113333b9776611113bbbbb6
85,88,Corina Miner,2018-08-03,288222880022884000094444aa111994776aaa1311997766a555333b9776655533bbbbb6
85,89,Corina Miner,2018-08-03,088000882020884222294444aa111994776aaa1311997766a555333b9776655533bbbbb6
85,90,Corina Miner,2018-08-03,888222880022284000094444aa111994776aaa1311997766a555333b9776655533bbbbb6
85,91,Corina Miner,2018-08-03,28822288002288400009444455533994776a555333997766aaa1311b97766aa111bbbbb6
85,92,Corina Miner,2018-08-03,08800088202088422229444455533994776a555333997766aaa1311b97766aa111bbbbb6
85,93,Corina Miner,2018-08-03,88822288002228400009444455533994776a555333997766aaa1311b97766aa111bbbbb6
85,94,Corina Miner,2018-08-03,28822288002288400009444411113994776a113333997766aaa5553b97766aa555bbbbb6
85,95,Corina Miner,2018-08-03,08800088202088422229444411113994776a113333997766aaa5553b97766aa555bbbbb6
85,96,Corina Miner,2018-08-03,88822288002228400009444411113994776a113333997766aaa5553b97766aa555bbbbb6
85,97,Corina Miner,2018-08-03,288222880022884000094444333319947765553311997766555a111b97766aaaaabbbbb6
85,98,Corina Miner,2018-08-03,088000882020884222294444333319947765553311997766555a111b97766aaaaabbbbb6
85,99,Corina Miner,2018-08-03,888222880022284000094444333319947765553311997766555a111b97766aaaaabbbbb6
85,100,Corina Miner,2018-08-03,288222880022884000094444133339947761133555997766111a555b97766aaaaabbbbb6
85,101,Corina Miner,2018-08-03,088000882020884222294444133339947761133555997766111a555b97766aaaaabbbbb6
85,102,Corina Miner,2018-08-03,888222880022284000094444133339947761133555997766111a555b97766aaaaabbbbb6
85,103,Corina Miner,2018-08-03,28822288002288400009444431111994776333311a9977663555aaab97766555aabbbbb6
85,104,Corina Miner,2018-08-03,08800088202088422229444431111994776333311a9977663555aaab97766555aabbbbb6
85,105,Corina Miner,2018-08-03,88822288002228400009444431111994776333311a9977663555aaab97766555aabbbbb6
85,106,Corina Miner,2018-08-03,28822288002288400009444433555994776333555a9977661131aaab97766111aabbbbb6
85,107,Corina Miner,2018-08-03,08800088202088422229444433555994776333555a9977661131aaab97766111aabbbbb6
85,108,Corina Miner,2018-08-03,88822288002228400009444433555994776333555a9977661131aaab97766111aabbbbb6
86,1,Corina Miner,2018-08-04,222222001110000331199b77333199bb77688a399bbb776688aaa5554446688aa5554446
86,2,Corina Miner,2018-08-04,222222001110000113199b77333399bb77688a399bbb776688aaa5554446688aa5554446
86,3,Corina Miner,2018-08-04,222222009930000991333b77991133bb77688a111bbb776688aaa5554446688aa5554446
86,4,Corina Miner,2018-08-04,222222009930000993333b77991311bb77688a111bbb776688aaa5554446688aa5554446
86,5,Corina Miner,2018-08-04,222222005550000455599b77444499bb77688a499bbb776688aaa1111336688aa1133336
86,6,Corina Miner,2018-08-04,222222005550000455599b77444499bb77688a499bbb776688aaa1133336688aa1111336
86,7,Corina Miner,2018-08-04,222222009940000994444b77995554bb77688a555bbb776688aaa1111336688aa1133336
86,8,Corina Miner,2018-08-04,222222009940000994444b77995554bb77688a555bbb776688aaa1133336688aa1111336
86,9,Corina Miner,2018-08-04,222222001110000331199555333199b555488a399bbb444488aaabb77746688aa7776666
86,10,Corina Miner,2018-08-04,222222001110000113199555333399b555488a399bbb444488aaabb77746688aa7776666
86,11,Corina Miner,2018-08-04,222222009930000991333555991133b555488a111bbb444488aaabb77746688aa7776666
86,12,Corina Miner,2018-08-04,222222009930000993333555991311b555488a111bbb444488aaabb77746688aa7776666
86,13,Corina Miner,2018-08-04,222222005550000455599111444499b131188a499bbb333388aaabb77736688aa7776666
86,14,Corina Miner,2018-08-04,222222005550000455599111444499b113388a499bbb133388aaabb77736688aa7776666
86,15,Corina Miner,2018-08-04,222222009940000994444111995554b131188a555bbb333388aaabb77736688aa7776666
86,16,Corina Miner,2018-08-04,222222009940000994444111995554b113388a555bbb133388aaabb77736688aa7776666
87,1,Corina Miner,2018-08-04,baabbaaabbb11a1900001114993007744449933337784555923266778855522226666888
88,1,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa888885554443333080555444663300099999966660
88,2,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa888005554448830000555444833336699999936666
88,3,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa000065554448800366555444883336699999988336
88,4,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa066665554440003366555444080333399999988888
88,5,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa666635554446633338555444000038899999900888
88,6,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa633885554446633388555444663008899999960000
88,7,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa888885554440803333555444000336699999906666
88,8,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa883365554448833366555444880036699999900006
88,9,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa366665554448333366555444883000099999988800
88,10,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa666605554446633000555444333308099999988888
88,11,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa600005554446630088555444663338899999963388
88,12,Corina Miner,2018-08-05,1111171b7777abb272aaabbb2222aa008885554440000388555444663333899999966663
88,13,Corina Miner,2018-08-05,11111718777788b272888bbb2222aaaaabb5554440a03333555444000336699999906666
88,14,Corina Miner,2018-08-05,111117167777a66272aaa66b2222aa06bbb55544400033bb555444080333399999988888
88,15,Corina Miner,2018-08-05,111117167777a66272aaa66b2222aa36bbb55544483333bb555444883000099999988800
89,1,Evelyn Fogel,2018-08-11,88888555987555b9947777bb99444427bbba911142223333aaa1100223366aa100006666
89,2,Evelyn Fogel,2018-08-11,88888555987555b9947777bb99444407bbba911140003333aaa1120203366aa122226666
89,3,Corina Miner,2018-08-12,aa1aaa119a7111b9947777bb99444427bbb8955542223333885550022336688800006666
89,4,Corina Miner,2018-08-12,aa1aaa119a7111b9947777bb99444407bbb8955540003333885552020336688822226666
89,5,Corina Miner,2018-08-12,aa1aaa118a7111b9887777bb99488827bbb9944442223333955540022336655500006666
89,6,Corina Miner,2018-08-12,aa1aaa118a7111b9887777bb99488807bbb9944440003333955542020336655522226666
90,1,Corina Miner,2018-08-12,aabaaabb8a11bbb988111100994888300009944443333777955542327776655522226666
90,2,Corina Miner,2018-08-12,aabaaabb9a11bbb994111100994444300008955543333777885552327776688822226666
91,1,Corina Miner,2018-08-12,77b977bb9977bbb9933111004933311000044442321555886642222a555886666aaaaa88
92,1,Dan Halperin,2018-08-16,99299222997722a55577aaa0455577aa000444433b110108664333bb1118866663bbb888
92,2,Dan Halperin,2018-08-16,55595557997777a99272aaa0492222aa000444433b110108664333bb1118866663bbb888
93,1,Corina Miner,2018-08-16,222002220000b996666bbb996673333bb99777733aaaaa1175554448a111155544488888
93,2,Corina Miner,2018-08-17,99b99bbb99bb22266662220066733330000777733aaaaa1175554448a111155544488888
93,3,Corina Miner,2018-08-17,99b99bbb99222bb66662220066733330000777733aaaaa1175554448a111155544488888
93,4,Corina Miner,2018-08-17,b99bbb99bb2229966662220066733330000777733aaaaa1175554448a111155544488888
93,5,Corina Miner,2018-08-17,222002220000b996666bbb996674448bb99777744488888a7555331111aaa555333311aa
93,6,Corina Miner,2018-08-17,99b99bbb99bb22266662220066744480000777744488888a7555331111aaa555333311aa
93,7,Corina Miner,2018-08-17,99b99bbb99222bb66662220066744480000777744488888a7555331111aaa555333311aa
93,8,Corina Miner,2018-08-17,b99bbb99bb2229966662220066744480000777744488888a7555331111aaa555333311aa
93,9,Corina Miner,2018-08-17,222002220000b996666bbb996674448bb99777744488888a7555333311aaa555331111aa
93,10,Corina Miner,2018-08-17,99b99bbb99bb22266662220066744480000777744488888a7555333311aaa555331111aa
93,11,Corina Miner,2018-08-17,99b99bbb99222bb66662220066744480000777744488888a7555333311aaa555331111aa
93,12,Corina Miner,2018-08-17,b99bbb99bb2229966662220066744480000777744488888a7555333311aaa555331111aa
94,1,Corina Miner,2018-08-18,111117197777499272444499222234880965553338800066555a33880b066aaaaabbbbb6
94,2,Corina Miner,2018-08-18,111117197777499272444499222234088965553330008866555a330b08866aaaaabbbbb6
95,1,Corina Miner,2018-08-19,55595554b994444bbb994888bb7779111883333a777110806633aaa2120006666aa22220
95,2,Corina Miner,2018-08-19,55595554b994444bbb994888bb777911188aaaaa7771108066a333321200066663322220
96,1,Corina Miner,2018-08-23,88888111381121233332222463aa77b444466aaa77bb455566a0077bbb55560000999999
96,2,Corina Miner,2018-08-23,88888222382221133331111463aa77b444466aaa77bb455566a0077bbb55560000999999
96,3,Corina Miner,2018-08-23,88288222388221133331111463aa77b444466aaa77bb455566a0077bbb55560000999999
96,4,Corina Miner,2018-08-23,88888111381121233332222b63aa77bbbbb66aaa7744455566a007744455560000999999
96,5,Corina Miner,2018-08-23,88888222382221133331111b63aa77bbbbb66aaa7744455566a007744455560000999999
96,6,Corina Miner,2018-08-23,88288222388221133331111b63aa77bbbbb66aaa7744455566a007744455560000999999
96,7,Corina Miner,2018-08-23,88888111381121b3333222bb63aa7722bbb66aaa7744455566a007744455560000999999
97,1,Corina Miner,2018-08-23,88888555982555499222444499a22334776090aaa3337766000baa31177660bbbbb11116
97,2,Corina Miner,2018-08-23,88888555982555499222444499a22334111090aaa3331711000baa37777660bbbbb76666
98,1,Corina Miner,2018-08-23,55525554222444492277488899aa7788b3399aaa778bb33391a1100bbb36611100006666
99,1,Corina Miner,2018-08-27,222222991111499b11444499bbbbb47770088888777a0000855533aaaaa6655533336666
99,2,Corina Miner,2018-08-27,111211992221499b22444499bbbbb47770088888777a0000855533aaaaa6655533336666
99,3,Corina Miner,2018-08-28,222222991111499b11444499bbbbb4aaaaa888880000a777855533007776655533336666
99,4,Corina Miner,2018-08-28,111211992221499b22444499bbbbb4aaaaa888880000a777855533007776655533336666
100,1,Corina Miner,2018-08-29,222992229980000998840033688844443336677b114135556677bb111a555677bbbaaaaa
100,2,Corina Miner,2018-08-29,222332223330000555340099655544448996677b114188996677bb111a888677bbbaaaaa
100,3,Corina Miner,2018-08-29,222992229980000998860033488866773334444b667735551141bb677a555111bbbaaaaa
100,4,Corina Miner,2018-08-29,222332223330000555360099455566778994444b667788991141bb677a888111bbbaaaaa
101,1,Dan Halperin,2018-09-06,9aa99aaa99222a48922244446888880403366775550003336677555b01311677bbbbb111
102,1,Dan Halperin,2018-09-06,5553555b3333bbb73aaaaabb47777a888884444272800111664222200001166669999991
102,2,Dan Halperin,2018-09-06,5553555b3333bbb43aaaaabb44442a888887774222800111667772200001166669999991
103,1,Corina Miner,2018-09-13,11111212aa22224aaa0044446a90000477766b998877755566bb9988335556bbb9883333
103,2,Corina Miner,2018-09-13,22222211aa11114aaa0044446a90000477766b998877755566bb9988335556bbb9883333
103,3,Corina Miner,2018-09-13,11111212aa22224aaa004444ba900004777bbb998877755566bb99883355566669883333
103,4,Corina Miner,2018-09-13,22222211aa11114aaa004444ba900004777bbb998877755566bb99883355566669883333
104,1,Dan Halperin,2018-09-13,88899b8899bb08099bbb000266667330222667777333322a1171444555aaa111444555aa
104,2,Dan Halperin,2018-09-13,88899b8899bb08099bbb000261111330222667711333322a6677444555aaa677444555aa
105,1,Corina Miner,2018-09-13,11191b1199bbb0099bb30000692223333aa6622277388aaa664447788555a64447788555
105,2,Corina Miner,2018-09-13,11191b1199bbb0099bb30000692223333aa6677222388aaa667744488555a67744488555
105,3,Corina Miner,2018-09-14,5559555b99111bb991131bbb692223333aa6622277300aaa664447700008a64447788888
105,4,Corina Miner,2018-09-14,5559555b99111bb991131bbb692223333aa6677222300aaa667744400008a67744488888
106,1,Corina Miner,2018-09-16,111331193331b9955536bb99755566bbb90a777766444000aaa2726444080aa222288888
106,2,Corina Miner,2018-09-16,111113193333b9955536bb99755566bbb90a777766444000aaa2726444080aa222288888
106,3,Corina Miner,2018-09-16,555355591333b9911336bb99711166bbb90a777766444000aaa2726444080aa222288888
106,4,Corina Miner,2018-09-16,555355593333b9913116bb99711166bbb90a777766444000aaa2726444080aa222288888
107,1,Corina Miner,2018-09-16,22200222000049911144449911b1347779988bbb3333777a8866bb3555aaa886666555aa
107,2,Corina Miner,2018-09-16,222002220000499111444499116134777998866b3333777a8866bb3555aaa886bbb555aa
108,1,Corina Miner,2018-09-20,b33bb333bbb35551444a555011444aaa0008111777aa0202887776666222288866999999
108,2,Corina Miner,2018-09-21,2220022200005551444a555b11444aaabbb8111777aa33bb887776666333388866999999
109,1,Corina Miner,2018-09-21,111110109770002997760222994776622aa3944446688aaa33334b688555a3bbbbb88555
109,2,Corina Miner,2018-09-21,111112129772222997760000994776600aa3944446688aaa33334b688555a3bbbbb88555
110,1,Ari Fogel,2018-09-22,88888111481191b444499bbb222499aa7bb222009aaa7777660000a33555766663333555
110,2,Corina Miner,2018-09-23,88888111481191b444499bbb222499bb7aa2220097777aaa660000733555a66663333555
111,1,Corina Miner,2018-09-25,33b333bb8813bbb88110000268811100222665554447722a6655544477aaa699999977aa
111,2,Corina Miner,2018-09-25,33b333bb8813bbb88110000268811100222669999997722a6644455577aaa644455577aa
112,1,Corina Miner,2018-09-25,111b1177bbb1776bb33a776688333aaa6628855534aa6222885554444002299999940000
112,2,Corina Miner,2018-09-25,111b1177bbb1776bb33a776688333aaa6608855534aa6000885554444202099999942222
112,3,Corina Miner,2018-09-25,22222277666677b6633a77bb88333aaabbb8855534aa1111885554444001199999940000
113,1,Corina Miner,2018-09-25,88855588b555089bb7700099bbb77020299333377422229a6633444411aaa666641111aa
113,2,Corina Miner,2018-09-25,88855588b555289bb7722299bbb77220099333377400009a6633444411aaa666641111aa
114,1,Corina Miner,2018-09-25,099000992020699422226633444477663331114a7768355511aaa77b885551aabbbbb888
114,2,Corina Miner,2018-09-25,0990009920206994222266334444776633355548776a31115558877baaa11888bbbbbaa1
115,1,Corina Miner,2018-10-01,22299222990000b996600bbb666684447bba888884447777aaa5553333117aa555331111
115,2,Corina Miner,2018-10-01,22299222990000b996600bbb666684447bba888884447777aaa5553311117aa555333311
115,3,Corina Miner,2018-10-01,22299222990000b996600bbb666684447bba888884447777aaa1133335557aa111133555
115,4,Corina Miner,2018-10-01,22299222990000b996600bbb666684447bba888884447777aaa1111335557aa113333555
115,5,Corina Miner,2018-10-01,22299222990000b997700bbb555774446bba555774446688aaa1133336688aa111133688
115,6,Corina Miner,2018-10-01,22299222990000b997700bbb555774446bba555774446688aaa1111336688aa113333688
116,1,Corina Miner,2018-10-01,33633366b993660bbb996000555bb9904018555777444411887772224a111888222aaaaa
117,1,Corina Miner,2018-10-01,222882228855577388555779333346677990304444666699000b4aaaaa1190bbbbba1111
117,2,Corina Miner,2018-10-01,222992229955533997555333777746638880704444666688000b4aaaaa1180bbbbba1111
