ID,Sub-ID,Discoverer,Date discovered,Solution
48,41,Corina Miner,2018-09-14,555355593333b991311bb6997111bbb6690a777744466000aaa8744462020aa888882222
48,42,Corina Miner,2018-09-14,555355593333b991311bb6997111bbb6692a777744466222aaa8744460022aa888880000
48,43,Corina Miner,2018-09-14,555355591333b991133bb6997111bbb6690a777744466000aaa8744462020aa888882222
48,44,Corina Miner,2018-09-14,555355591333b991133bb6997111bbb6692a777744466222aaa8744460022aa888880000
48,45,Corina Miner,2018-09-14,111b1133bbb1333555bb366975556666990a777744499000aaa8744492020aa888882222
48,46,Corina Miner,2018-09-14,111b1133bbb1333555bb366975556666992a777744499222aaa8744490022aa888880000
48,47,Corina Miner,2018-09-14,111b1311bbb3333555bb366975556666990a777744499000aaa8744492020aa888882222
48,48,Corina Miner,2018-09-14,111b1311bbb3333555bb366975556666992a777744499222aaa8744490022aa888880000
48,49,Corina Miner,2018-09-14,555b5556bbbbb6611333366971111336990a777744499000aaa8744492020aa888882222
48,50,Corina Miner,2018-09-14,555b5556bbbbb6611333366971111336992a777744499222aaa8744490022aa888880000
48,51,Corina Miner,2018-09-14,555b5556bbbbb6611113366971133336990a777744499000aaa8744492020aa888882222
48,52,Corina Miner,2018-09-14,555b5556bbbbb6611113366971133336992a777744499222aaa8744490022aa888880000
48,53,Corina Miner,2018-09-14,555b5559bbbbb9911333369971111336690a777744466000aaa8744462020aa888882222
48,54,Corina Miner,2018-09-14,555b5559bbbbb9911333369971111336692a777744466222aaa8744460022aa888880000
48,55,Corina Miner,2018-09-14,555b5559bbbbb9911113369971133336690a777744466000aaa8744462020aa888882222
48,56,Corina Miner,2018-09-14,555b5559bbbbb9911113369971133336692a777744466222aaa8744460022aa888880000
48,57,Corina Miner,2018-09-16,1113311b3331bbb5553bb66975556666099a777744400099aaa8744402029aa888882222
48,58,Corina Miner,2018-09-16,111331163331b665553bb6697555bbb6099a777744400099aaa8744402029aa888882222
48,59,Corina Miner,2018-09-16,1111131b3333bbb5553bb66975556666099a777744400099aaa8744402029aa888882222
48,60,Corina Miner,2018-09-16,111113163333b665553bb6697555bbb6099a777744400099aaa8744402029aa888882222
48,61,Corina Miner,2018-09-16,5553555b3333bbb1311bb66971116666099a777744400099aaa8744402029aa888882222
48,62,Corina Miner,2018-09-16,555355563333b661311bb6697111bbb6099a777744400099aaa8744402029aa888882222
48,63,Corina Miner,2018-09-16,5553555b1333bbb1133bb66971116666099a777744400099aaa8744402029aa888882222
48,64,Corina Miner,2018-09-16,555355561333b661133bb6697111bbb6099a777744400099aaa8744402029aa888882222
48,65,Corina Miner,2018-09-16,111b1133bbb1333555bb366975556666099a777744400099aaa8744402029aa888882222
48,66,Corina Miner,2018-09-16,111b1311bbb3333555bb366975556666099a777744400099aaa8744402029aa888882222
48,67,Corina Miner,2018-09-16,555b5556bbbbb6611333366971111336099a777744400099aaa8744402029aa888882222
48,68,Corina Miner,2018-09-16,555b5556bbbbb6611113366971133336099a777744400099aaa8744402029aa888882222
49,1,Corina Miner,2014-11-03,b996bb9966bbb9926644455522264445553882277700333388777a000011388aaaaa1111
50,1,Corina Miner,2014-11-07,888555884555b894444bbb996334bb77799663337771119a6630022211aaa600002221aa
50,2,Corina Miner,2014-11-07,888555884555b894444bbb996334bb77799663337771119a6632220011aaa622200001aa
50,3,Corina Miner,2014-11-07,88855588b555489bbb444499633bb477799663337771119a6630022211aaa600002221aa
50,4,Corina Miner,2014-11-07,88855588b555489bbb444499633bb477799663337771119a6632220011aaa622200001aa
51,1,Corina Miner,2013-12-16,5559555399b333399bbbbb34097666644440007777664a8801011272aaa881112222aa88
51,2,Corina Miner,2013-12-16,5559555399b333399bbbbb34097666644440007777664a8802021171aaa882222111aa88
51,3,Corina Miner,2013-12-16,5559555399b333399bbbbb34297666644442227777664a8822001171aaa880000111aa88
51,4,Corina Miner,2018-07-25,1119171199b777799bbbbb74093666644440003333664a8802023555aaa882222555aa88
51,5,Corina Miner,2018-07-25,1119171199b777799bbbbb74293666644442223333664a8822003555aaa880000555aa88
52,1,Corina Miner,2015-12-07,88888222482223344447733355549773111a555997711010aaa996666b000aa966bbbbb0
52,2,Corina Miner,2015-12-22,88288222488223344447733355549773111a555997711010aaa996666b000aa966bbbbb0
52,3,Corina Miner,2015-12-22,88888222482223344447733355549773111a555997711010aaa99b6666000aa9bbbbb660
52,4,Corina Miner,2015-12-22,88288222488223344447733355549773111a555997711010aaa99b6666000aa9bbbbb660
53,1,Corina Miner,2015-12-07,88811188010118920005559922206555499a227766444493aaa7766b43333aa776bbbbb3
53,2,Corina Miner,2018-07-25,88811188010118420009444422206994555a227766995553aaa7766b93333aa776bbbbb3
54,1,Corina Miner,2015-12-07,222992229966664996674444aa7777b4888aaa700bbbbb88a11000033555811113333555
54,2,Dan Halperin,2018-09-20,222992229955588993555b88aa3333bb884aaa300bbb4444a11000077746611117776666
54,3,Corina Miner,2018-09-20,22299222995558899a555b883aaaaabb884333300bbb4444311000077746611117776666
55,1,Corina Miner,2015-12-07,111aa118aaa18802a288800022227770406555777b444466555bbbbb4336699999933336
56,1,Corina Miner,2015-12-22,222222aa6666aaa6677711ab07771111bbb00044455533bb080444555333388888999999
56,2,Corina Miner,2018-07-28,6776677126677112226a111b022aaaaabbb00044455533bb080444555333388888999999
57,1,Corina Miner,2016-01-08,888111881101089555000b99655540bbb99667744442bb9a6677334222aaa677333322aa
58,1,Corina Miner,2016-01-09,5559555499b444499bbb488869bb2220088667722200008a6677333311aaa677331111aa
58,2,Corina Miner,2016-01-09,5559555499b444499bbb488869bb2220088667722200008a6677331111aaa677333311aa
58,3,Corina Miner,2016-01-09,5559555499b444499bbb488869bb0022288667700002228a6677333311aaa677331111aa
58,4,Corina Miner,2016-01-09,5559555499b444499bbb488869bb0022288667700002228a6677331111aaa677333311aa
58,5,Corina Miner,2016-01-09,5559555499b444499bbb428869bb0022288667700002288a6677333311aaa677331111aa
58,6,Corina Miner,2016-01-09,5559555499b444499bbb428869bb0022288667700002288a6677331111aaa677333311aa
58,7,Corina Miner,2016-01-09,5559555499b444499bbb488869222bb0088667722200008a6677333311aaa677331111aa
58,8,Corina Miner,2016-01-09,5559555499b444499bbb488869222bb0088667722200008a6677331111aaa677333311aa
58,9,Corina Miner,2018-07-04,1119131199b333399bbb388869bb2220088667722200008a6677444555aaa677444555aa
58,10,Corina Miner,2018-07-04,1119113399b133399bbb388869bb2220088667722200008a6677444555aaa677444555aa
58,11,Corina Miner,2018-07-04,1119131199b333399bbb388869bb0022288667700002228a6677444555aaa677444555aa
58,12,Corina Miner,2018-07-04,1119113399b133399bbb388869bb0022288667700002228a6677444555aaa677444555aa
58,13,Corina Miner,2018-07-04,1119131199b333399bbb328869bb0022288667700002288a6677444555aaa677444555aa
58,14,Corina Miner,2018-07-04,1119113399b133399bbb328869bb0022288667700002288a6677444555aaa677444555aa
58,15,Corina Miner,2018-07-04,1119131199b333399bbb388869222bb0088667722200008a6677444555aaa677444555aa
58,16,Corina Miner,2018-07-04,1119113399b133399bbb388869222bb0088667722200008a6677444555aaa677444555aa
58,17,Corina Miner,2018-07-29,1119131199b333399bbb388869222bb0088662227700008a6644477555aaa644477555aa
58,18,Corina Miner,2018-07-29,1119113399b133399bbb388869222bb0088662227700008a6644477555aaa644477555aa
59,1,Corina Miner,2016-01-09,5554555244442221114b22991171bbbbb99777766aaaaa9976666833a000088888333300
60,1,Ben Izmirli,2016-01-13,555455594444b991334bbb991133330bb96a111880007766aaa8820207766aa882222776
61,1,Corina Miner,2016-01-15,08800088102088a11222aaab311122aabbb33337444555bb377774445556679999996666
61,2,Corina Miner,2016-01-15,08800088201088a22211aaab322111aabbb33337444555bb377774445556679999996666
61,3,Corina Miner,2016-01-25,08800088102088a11222aaab711122aabbb37777444555bb333374445556639999996666
61,4,Corina Miner,2016-01-25,08800088201088a22211aaab722111aabbb37777444555bb333374445556639999996666
61,5,Corina Miner,2016-01-25,08800088102088a11222aaab611122aabbb66555444773bb665554447733369999997733
61,6,Corina Miner,2016-01-25,08800088201088a22211aaab622111aabbb66555444773bb665554447733369999997733
61,7,Corina Miner,2016-01-25,08800088102088a11222aaab611122aabbb66555444777bb665554443377769999993333
61,8,Corina Miner,2016-01-25,08800088201088a22211aaab622111aabbb66555444777bb665554443377769999993333
61,9,Corina Miner,2018-07-25,08800088102088a11222aaab611122aabbb66999999773bb664445557733364445557733
61,10,Corina Miner,2018-07-25,08800088201088a22211aaab622111aabbb66999999773bb664445557733364445557733
61,11,Corina Miner,2018-07-25,08800088102088a11222aaab611122aabbb66999999777bb664445553377764445553333
61,12,Corina Miner,2018-07-25,08800088201088a22211aaab622111aabbb66999999777bb664445553377764445553333
62,1,Corina Miner,2016-01-19,99299222996622766667777ba1111700bbb8aaa1100003bb88aa44455533388844455533
62,2,Corina Miner,2016-01-19,99299222996622766667777b88888700bbbaaaaa800003bb11a144455533311144455533
62,3,Corina Miner,2016-01-19,99299222996622766667777b31111700bbb3333110000abb35554448aaaaa55544488888
62,4,Corina Miner,2016-01-19,99299222996622766667777b33555700bbb3335550000abb11314448aaaaa11144488888
63,1,Corina Miner,2016-01-19,baabbaaabbb00a1555000011255577711142227778334444228888833346699999936666
64,1,Corina Miner,2016-01-19,baabbaaabbb00a9777000099555777662993555666622298333311444228831111444888
64,2,Corina Miner,2016-01-19,baabbaaabbb00a9777000099111777662991131666622298333555444228833555444888
65,1,Corina Miner,2016-01-19,63366333266355522264555972244440099a77774b000099aaa87bbbbb119aa888881111
66,1,Corina Miner,2016-01-22,33b333bb5553bbb8555aaaaa4888887a2224444777766222114176666000011199999900
67,1,Corina Miner,2016-01-22,2222220055500004555baa994444bbaaa997774bbb11a399667771111833366668888833
68,1,Corina Miner,2016-01-22,555b5554bbb4444bb7774111aaaaa777116882a200001366882222003336688999999336
69,1,Corina Miner,2016-01-25,8868866b78866bb477776bbb444427333315554222003311555a220000111aaaaa999999
69,2,Corina Miner,2016-01-25,88b88bbb78866bb477776666444427333315554222003311555a220000111aaaaa999999
69,3,Corina Miner,2016-01-25,8868866b78866bb477776bbb444427aaaaa111422200a555113322000055513333999999
69,4,Corina Miner,2016-01-25,88b88bbb78866bb477776666444427aaaaa111422200a555113322000055513333999999
70,1,Corina Miner,2016-01-25,888aa988aaa9986ba5559966bbb55549660bb77744446000777332421101033332222111
70,2,Corina Miner,2016-01-25,888aa988aaa9986ba5559966bbb55549660bb37744446000333772421101033772222111
70,3,Corina Miner,2016-01-25,888aa988aaa9986ba5559966bbb55549660bb77744446000777331411202033331112222
70,4,Corina Miner,2016-01-25,888aa988aaa9986ba5559966bbb55549660bb37744446000333771411202033771112222
70,5,Corina Miner,2016-01-25,888aa988aaa9986ba5559966bbb55549662bb77744446222777331411002233331110000
70,6,Corina Miner,2016-01-25,888aa988aaa9986ba5559966bbb55549662bb37744446222333771411002233771110000
71,1,Corina Miner,2016-01-25,779b7799bb77499bbb44449a3355548aaa033355588aa000113188866202011166662222
71,2,Corina Miner,2016-01-25,779b7799bb77499bbb44449a3355548aaa233355588aa222113188866002211166660000
71,3,Corina Miner,2016-01-25,779b7799bb77499bbb44449a3111148aaa033331188aa000355588866202055566662222
71,4,Corina Miner,2016-01-25,779b7799bb77499bbb44449a3111148aaa233331188aa222355588866002255566660000
72,1,Corina Miner,2016-01-26,3363336699b366099bbb600099777bb0202881117772222a8811444555aaa881444555aa
72,2,Corina Miner,2016-01-26,33633366b993660bbb996000bb777990202881117772222a8811444555aaa881444555aa
73,1,Corina Miner,2016-01-24,222222aa6666aaa6690000a48899b0044448899bbbbb4555889331177755533331111777
73,2,Corina Miner,2016-01-24,222222aa6666aaa6690000a48899b0044448899bbbbb4555889777113355577711113333
73,3,Corina Miner,2016-01-24,222222aa6666aaa6670000a47777b0044441711bbbbb4555111338888855533338999999
73,4,Corina Miner,2016-01-24,222222aa6666aaa6670000a47777b0044441711bbbbb4555111888883355599999983333
74,1,Corina Miner,2016-02-03,88822288002228400009444463333994555663377799555a66777b1191aaa6bbbbb111aa
74,2,Corina Miner,2016-02-03,28822288002288400009444463333994555663377799555a66777b1191aaa6bbbbb111aa
74,3,Corina Miner,2016-02-03,08800088202088422229444463333994555663377799555a66777b1191aaa6bbbbb111aa
74,4,Corina Miner,2016-02-03,88822288002228400009444467733994555667733399555a66773b1191aaa6bbbbb111aa
74,5,Corina Miner,2016-02-03,28822288002288400009444467733994555667733399555a66773b1191aaa6bbbbb111aa
74,6,Corina Miner,2016-02-03,08800088202088422229444467733994555667733399555a66773b1191aaa6bbbbb111aa
74,7,Corina Miner,2016-02-03,88822288002228400009444476666994555377776699555a33337b1191aaa3bbbbb111aa
74,8,Corina Miner,2016-02-03,28822288002288400009444476666994555377776699555a33337b1191aaa3bbbbb111aa
74,9,Corina Miner,2016-02-03,08800088202088422229444476666994555377776699555a33337b1191aaa3bbbbb111aa
74,10,Corina Miner,2016-02-03,88822288002228400009444436666994555333376699555a37777b1191aaa7bbbbb111aa
74,11,Corina Miner,2016-02-03,28822288002288400009444436666994555333376699555a37777b1191aaa7bbbbb111aa
74,12,Corina Miner,2016-02-03,08800088202088422229444436666994555333376699555a37777b1191aaa7bbbbb111aa
74,13,Corina Miner,2016-02-03,88822288002228900005559963333555499663377744449a66777b1141aaa6bbbbb111aa
74,14,Corina Miner,2016-02-03,28822288002288900005559963333555499663377744449a66777b1141aaa6bbbbb111aa
74,15,Corina Miner,2016-02-03,08800088202088922225559963333555499663377744449a66777b1141aaa6bbbbb111aa
74,16,Corina Miner,2016-02-03,88822288002228900005559967733555499667733344449a66773b1141aaa6bbbbb111aa
74,17,Corina Miner,2016-02-03,28822288002288900005559967733555499667733344449a66773b1141aaa6bbbbb111aa
74,18,Corina Miner,2016-02-03,08800088202088922225559967733555499667733344449a66773b1141aaa6bbbbb111aa
74,19,Corina Miner,2016-02-03,88822288002228900005559976666555499377776644449a33337b1141aaa3bbbbb111aa
74,20,Corina Miner,2016-02-03,28822288002288900005559976666555499377776644449a33337b1141aaa3bbbbb111aa
74,21,Corina Miner,2016-02-03,08800088202088922225559976666555499377776644449a33337b1141aaa3bbbbb111aa
74,22,Corina Miner,2016-02-03,88822288002228900005559936666555499333376644449a37777b1141aaa7bbbbb111aa
74,23,Corina Miner,2016-02-03,28822288002288900005559936666555499333376644449a37777b1141aaa7bbbbb111aa
74,24,Corina Miner,2016-02-03,08800088202088922225559936666555499333376644449a37777b1141aaa7bbbbb111aa
75,1,Merlin Hoffman,2016-02-03,aa1aaa119a4111b994444bbb997774bb3368955577733366885550022236688800002226
75,2,Merlin Hoffman,2016-02-03,aa1aaa119a4111b994444bbb997774bb3368955577733366885552220036688822200006
76,1,Corina Miner,2016-02-03,222222001110000b11336666bbb13333766bba9999997777aaaaa8444555788888444555
77,1,Corina Miner,2016-02-13,11133119333129977732229955577722b96a55500bbbbb66aaa0000844466aa888884446
77,2,Corina Miner,2016-02-13,11111319333329977732229955577722b96a55500bbbbb66aaa0000844466aa888884446
78,1,Corina Miner,2016-02-17,0990009920207992222377778888833337418115553b4444111a555bbb466aaaaabb6666
78,2,Corina Miner,2018-07-27,2992229900227990000377778888833337418115553b4444111a555bbb466aaaaabb6666
78,3,Corina Miner,2018-07-27,0990009920203992222333378888837777418115557b4444111a555bbb466aaaaabb6666
78,4,Corina Miner,2018-07-27,2992229900223990000333378888837777418115557b4444111a555bbb466aaaaabb6666
78,5,Corina Miner,2018-07-27,09900099202079922223777788555333374881555a3b44448811aaabbb466111aabb6666
78,6,Corina Miner,2018-07-27,29922299002279900003777788555333374881555a3b44448811aaabbb466111aabb6666
78,7,Corina Miner,2018-07-27,09900099202039922223333788555377774881555a7b44448811aaabbb466111aabb6666
78,8,Corina Miner,2018-07-27,29922299002239900003333788555377774881555a7b44448811aaabbb466111aabb6666
78,9,Corina Miner,2018-07-27,099000992020799222237777555aa3333748555aaa3b4444881111abbb46688811bb6666
78,10,Corina Miner,2018-07-27,299222990022799000037777555aa3333748555aaa3b4444881111abbb46688811bb6666
78,11,Corina Miner,2018-07-27,099000992020399222233337555aa3777748555aaa7b4444881111abbb46688811bb6666
78,12,Corina Miner,2018-07-27,299222990022399000033337555aa3777748555aaa7b4444881111abbb46688811bb6666
78,13,Corina Miner,2018-07-27,099000992020799222237777aaaaa333374555a1113b44445551181bbb46688888bb6666
78,14,Corina Miner,2018-07-27,299222990022799000037777aaaaa333374555a1113b44445551181bbb46688888bb6666
78,15,Corina Miner,2018-07-27,099000992020399222233337aaaaa377774555a1117b44445551181bbb46688888bb6666
78,16,Corina Miner,2018-07-27,299222990022399000033337aaaaa377774555a1117b44445551181bbb46688888bb6666
78,17,Corina Miner,2018-07-27,099000992020799222237777aa111333374aaa11883b4444a555188bbb46655588bb6666
78,18,Corina Miner,2018-07-27,299222990022799000037777aa111333374aaa11883b4444a555188bbb46655588bb6666
78,19,Corina Miner,2018-07-27,099000992020399222233337aa111377774aaa11887b4444a555188bbb46655588bb6666
78,20,Corina Miner,2018-07-27,299222990022399000033337aa111377774aaa11887b4444a555188bbb46655588bb6666
78,21,Corina Miner,2018-07-27,09900099202079922223777711888333374a1111883b4444aaa5558bbb466aa555bb6666
78,22,Corina Miner,2018-07-27,29922299002279900003777711888333374a1111883b4444aaa5558bbb466aa555bb6666
78,23,Corina Miner,2018-07-27,09900099202039922223333711888377774a1111887b4444aaa5558bbb466aa555bb6666
78,24,Corina Miner,2018-07-27,29922299002239900003333711888377774a1111887b4444aaa5558bbb466aa555bb6666
78,25,Corina Miner,2018-07-27,0990009920207992222377778888833337455511813b4444555a111bbb466aaaaabb6666
78,26,Corina Miner,2018-07-27,2992229900227990000377778888833337455511813b4444555a111bbb466aaaaabb6666
78,27,Corina Miner,2018-07-27,0990009920203992222333378888837777455511817b4444555a111bbb466aaaaabb6666
78,28,Corina Miner,2018-07-27,2992229900223990000333378888837777455511817b4444555a111bbb466aaaaabb6666
78,29,Corina Miner,2018-07-27,09900099202079922223777788811333374881111a3b44448555aaabbb466555aabb6666
78,30,Corina Miner,2018-07-27,29922299002279900003777788811333374881111a3b44448555aaabbb466555aabb6666
78,31,Corina Miner,2018-07-27,09900099202039922223333788811377774881111a7b44448555aaabbb466555aabb6666
78,32,Corina Miner,2018-07-27,29922299002239900003333788811377774881111a7b44448555aaabbb466555aabb6666
78,33,Corina Miner,2018-07-27,099000992020799222237777111aa3333748811aaa3b4444881555abbb46688555bb6666
78,34,Corina Miner,2018-07-27,299222990022799000037777111aa3333748811aaa3b4444881555abbb46688555bb6666
78,35,Corina Miner,2018-07-27,099000992020399222233337111aa3777748811aaa7b4444881555abbb46688555bb6666
78,36,Corina Miner,2018-07-27,299222990022399000033337111aa3777748811aaa7b4444881555abbb46688555bb6666
78,37,Corina Miner,2018-07-27,099000992020799222237777aaaaa333374111a5553b44441811555bbb46688888bb6666
78,38,Corina Miner,2018-07-27,299222990022799000037777aaaaa333374111a5553b44441811555bbb46688888bb6666
78,39,Corina Miner,2018-07-27,099000992020399222233337aaaaa377774111a5557b44441811555bbb46688888bb6666
78,40,Corina Miner,2018-07-27,299222990022399000033337aaaaa377774111a5557b44441811555bbb46688888bb6666
78,41,Corina Miner,2018-07-27,099000992020799222237777aa555333374aaa55583b4444a111188bbb46611888bb6666
78,42,Corina Miner,2018-07-27,299222990022799000037777aa555333374aaa55583b4444a111188bbb46611888bb6666
78,43,Corina Miner,2018-07-27,099000992020399222233337aa555377774aaa55587b4444a111188bbb46611888bb6666
78,44,Corina Miner,2018-07-27,299222990022399000033337aa555377774aaa55587b4444a111188bbb46611888bb6666
78,45,Corina Miner,2018-07-27,09900099202079922223777755588333374a5551883b4444aaa1188bbb466aa111bb6666
78,46,Corina Miner,2018-07-27,29922299002279900003777755588333374a5551883b4444aaa1188bbb466aa111bb6666
78,47,Corina Miner,2018-07-27,09900099202039922223333755588377774a5551887b4444aaa1188bbb466aa111bb6666
78,48,Corina Miner,2018-07-27,29922299002239900003333755588377774a5551887b4444aaa1188bbb466aa111bb6666
79,1,Corina Miner,2016-03-28,880880003880202b33332222bbb35551111bb4665557711a4444666677aaa499999977aa
79,2,Corina Miner,2016-03-28,882882223882200b33330000bbb35551111bb4665557711a4444666677aaa499999977aa
79,3,Corina Miner,2018-07-11,888882223822200b33330000bbb35551111bb4665557711a4444666677aaa499999977aa
79,4,Corina Miner,2018-07-25,880880003880202b33332222bbb355577aabb46655577aaa444466667711a49999991111
79,5,Corina Miner,2018-07-25,882882223882200b33330000bbb355577aabb46655577aaa444466667711a49999991111
79,6,Corina Miner,2018-07-25,888882223822200b33330000bbb355577aabb46655577aaa444466667711a49999991111
80,1,Corina Miner,2018-07-03,555a5559baaa199bbbaa1199bb7771112928000077732222880044433336688844436666
81,1,Shiying Zheng,2018-07-15,5557555b97777bb998887bbb9988aa111140908aaa1144440002a2333346602222336666
82,1,Corina Miner,2018-07-28,888882223822299333377799630777111996600044411555660b04441a5556bbbbbaaaaa
82,2,Corina Miner,2018-07-28,882882223882299333377799630777111996600044411555660b04441a5556bbbbbaaaaa
83,1,Corina Miner,2018-07-28,29922299002249900004444b55533334bbba5553377711bbaaa8777111166aa888886666
83,2,Corina Miner,2018-07-28,09900099202049922224444b55533334bbba5553377711bbaaa8777111166aa888886666
83,3,Corina Miner,2018-07-28,29922299002249900004444b55577334bbba5557733311bbaaa8773111166aa888886666
83,4,Corina Miner,2018-07-28,09900099202049922224444b55577334bbba5557733311bbaaa8773111166aa888886666
83,5,Corina Miner,2018-07-28,29922299002249900004444b11117774bbba1177733555bbaaa8333355566aa888886666
83,6,Corina Miner,2018-07-28,09900099202049922224444b11117774bbba1177733555bbaaa8333355566aa888886666
83,7,Corina Miner,2018-07-28,29922299002249900004444b11113774bbba1133377555bbaaa8337755566aa888886666
83,8,Corina Miner,2018-07-28,09900099202049922224444b11113774bbba1133377555bbaaa8337755566aa888886666
83,9,Corina Miner,2018-07-28,29922299002249900004444baa888884bbbaaa83333555bba11777335556611117776666
83,10,Corina Miner,2018-07-28,09900099202049922224444baa888884bbbaaa83333555bba11777335556611117776666
83,11,Corina Miner,2018-07-28,29922299002249900004444baa888884bbbaaa83377555bba11333775556611113776666
83,12,Corina Miner,2018-07-28,09900099202049922224444baa888884bbbaaa83377555bba11333775556611113776666
83,13,Corina Miner,2018-07-28,29922299002249900004444b11115554bbba1166555773bbaaa8666677333aa888887733
83,14,Corina Miner,2018-07-28,09900099202049922224444b11115554bbba1166555773bbaaa8666677333aa888887733
83,15,Corina Miner,2018-07-28,29922299002249900004444b11115554bbba1166555777bbaaa8666633777aa888883333
83,16,Corina Miner,2018-07-28,09900099202049922224444b11115554bbba1166555777bbaaa8666633777aa888883333
83,17,Corina Miner,2018-07-28,29922299002249900004444baa888884bbbaaa86666773bba11665557733311115557733
83,18,Corina Miner,2018-07-28,09900099202049922224444baa888884bbbaaa86666773bba11665557733311115557733
83,19,Corina Miner,2018-07-28,29922299002249900004444baa888884bbbaaa86666777bba11665553377711115553333
83,20,Corina Miner,2018-07-28,09900099202049922224444baa888884bbbaaa86666777bba11665553377711115553333
84,1,Corina Miner,2018-08-02,111b1199bbb1a99bb7aaa4997777aa444408755533334000885553366202088866662222
84,2,Corina Miner,2018-08-02,111b1199bbb1a99bb7aaa4997777aa444428755533334222885553366002288866660000
85,1,Corina Miner,2018-08-03,288222880022884000094444111aa9945551171aaa995553667777ab9333366667bbbbb3
85,2,Corina Miner,2018-08-03,088000882020884222294444111aa9945551171aaa995553667777ab9333366667bbbbb3
85,3,Corina Miner,2018-08-03,888222880022284000094444111aa9945551171aaa995553667777ab9333366667bbbbb3
85,4,Corina Miner,2018-08-03,288222880022889000055599111aa5554991171aaa444493667777ab4333366667bbbbb3
85,5,Corina Miner,2018-08-03,088000882020889222255599111aa5554991171aaa444493667777ab4333366667bbbbb3
85,6,Corina Miner,2018-08-03,888222880022289000055599111aa5554991171aaa444493667777ab4333366667bbbbb3
85,7,Corina Miner,2018-08-03,288222880022884000094444677aa9945556677aaa995553667711ab9333361111bbbbb3
85,8,Corina Miner,2018-08-03,088000882020884222294444677aa9945556677aaa995553667711ab9333361111bbbbb3
85,9,Corina Miner,2018-08-03,888222880022284000094444677aa9945556677aaa995553667711ab9333361111bbbbb3
85,10,Corina Miner,2018-08-03,288222880022889000055599677aa5554996677aaa444493667711ab4333361111bbbbb3
85,11,Corina Miner,2018-08-03,088000882020889222255599677aa5554996677aaa444493667711ab4333361111bbbbb3
85,12,Corina Miner,2018-08-03,888222880022289000055599677aa5554996677aaa444493667711ab4333361111bbbbb3
85,13,Corina Miner,2018-08-03,288222880022884000094444aaaaa994555111a7779955531177766b9333316666bbbbb3
85,14,Corina Miner,2018-08-03,088000882020884222294444aaaaa994555111a7779955531177766b9333316666bbbbb3
85,15,Corina Miner,2018-08-03,888222880022284000094444aaaaa994555111a7779955531177766b9333316666bbbbb3
85,16,Corina Miner,2018-08-03,288222880022889000055599aaaaa555499111a7774444931177766b4333316666bbbbb3
85,17,Corina Miner,2018-08-03,088000882020889222255599aaaaa555499111a7774444931177766b4333316666bbbbb3
85,18,Corina Miner,2018-08-03,888222880022289000055599aaaaa555499111a7774444931177766b4333316666bbbbb3
85,19,Corina Miner,2018-08-03,288222880022884000094444aaaaa994555777a1119955536677711b9333366661bbbbb3
85,20,Corina Miner,2018-08-03,088000882020884222294444aaaaa994555777a1119955536677711b9333366661bbbbb3
85,21,Corina Miner,2018-08-03,888222880022284000094444aaaaa994555777a1119955536677711b9333366661bbbbb3
85,22,Corina Miner,2018-08-03,288222880022889000055599aaaaa555499777a1114444936677711b4333366661bbbbb3
85,23,Corina Miner,2018-08-03,088000882020889222255599aaaaa555499777a1114444936677711b4333366661bbbbb3
85,24,Corina Miner,2018-08-03,888222880022289000055599aaaaa555499777a1114444936677711b4333366661bbbbb3
85,25,Corina Miner,2018-08-03,288222880022884000094444aa776994555aaa7766995553a117766b9333311116bbbbb3
85,26,Corina Miner,2018-08-03,088000882020884222294444aa776994555aaa7766995553a117766b9333311116bbbbb3
85,27,Corina Miner,2018-08-03,888222880022284000094444aa776994555aaa7766995553a117766b9333311116bbbbb3
85,28,Corina Miner,2018-08-03,288222880022889000055599aa776555499aaa7766444493a117766b4333311116bbbbb3
85,29,Corina Miner,2018-08-03,088000882020889222255599aa776555499aaa7766444493a117766b4333311116bbbbb3
85,30,Corina Miner,2018-08-03,888222880022289000055599aa776555499aaa7766444493a117766b4333311116bbbbb3
85,31,Corina Miner,2018-08-03,288222880022884000094444aa111994555aaa1711995553a777766b9333376666bbbbb3
85,32,Corina Miner,2018-08-03,088000882020884222294444aa111994555aaa1711995553a777766b9333376666bbbbb3
85,33,Corina Miner,2018-08-03,888222880022284000094444aa111994555aaa1711995553a777766b9333376666bbbbb3
85,34,Corina Miner,2018-08-03,288222880022889000055599aa111555499aaa1711444493a777766b4333376666bbbbb3
85,35,Corina Miner,2018-08-03,088000882020889222255599aa111555499aaa1711444493a777766b4333376666bbbbb3
85,36,Corina Miner,2018-08-03,888222880022289000055599aa111555499aaa1711444493a777766b4333376666bbbbb3
85,37,Corina Miner,2018-08-03,28822288002288400009444476666994555a777766995553aaa1711b93333aa111bbbbb3
85,38,Corina Miner,2018-08-03,08800088202088422229444476666994555a777766995553aaa1711b93333aa111bbbbb3
85,39,Corina Miner,2018-08-03,88822288002228400009444476666994555a777766995553aaa1711b93333aa111bbbbb3
85,40,Corina Miner,2018-08-03,28822288002288900005559976666555499a777766444493aaa1711b43333aa111bbbbb3
85,41,Corina Miner,2018-08-03,08800088202088922225559976666555499a777766444493aaa1711b43333aa111bbbbb3
85,42,Corina Miner,2018-08-03,88822288002228900005559976666555499a777766444493aaa1711b43333aa111bbbbb3
